control_time_seconds,control_time_plot,Cs_control_value
10.0,0.0,37.87591580008537
219.0,3.4833333333333334,39.04333930532527
539.0,8.816666666666666,37.98561165372071
859.0,14.15,38.29300192568287
1179.0,19.483333333333334,38.4237171556245
1499.0,24.816666666666666,38.76846272992303
