0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,,,,,,,,,,,,,,,
0.029684814053859032,0.02285129463307456,-0.0199790003716791,-0.09045939453707358,-0.1460340454468454,-0.16517237154217573,-0.11788408893388966,-0.05079152941438362,-0.019026106286969217,-0.007515970545017722,-0.005007278583044099,-0.002637350907850794,-0.0009963226619131565,0.00011002433817978752,0.0006644989670084177,0.0003667181779322967,-9.775780731057858e-06,-3.8093074440837428e-06
0.02891825986290375,0.026446012466669888,0.0033003808006792368,-0.03756778794963203,-0.07060550865096815,-0.08778090482864774,-0.06554323133951581,-0.02827306964681595,-0.010120438601158691,-0.002740534481787604,-0.00040281606614338706,6.908192295664028e-05,0.000680852925659707,0.0005051618930157697,0.00011967262540320088,1.3582318244372444e-05,-8.25204122676342e-06,-3.3883884580903753e-06
0.012696280600996035,0.012300872307464489,-0.0005882916240417257,-0.026067499437028796,-0.046523188245636865,-0.05739908439778657,-0.04326472024348607,-0.01867355676209443,-0.008142804187915534,-0.005332232903176665,-0.0031943885902104884,-0.001356942312303317,-0.0005685029180669626,-0.0001576072947196617,0.00014176130760815462,0.00016575890181560722,2.301072525785776e-05,3.7100460624416425e-05
0.015761906363439687,0.0157572580329228,0.005270870809523792,-0.015114886295801155,-0.0321597947176801,-0.04413547046159212,-0.035286949962507336,-0.016332529325719918,-0.0065835419723482645,-0.0030552006871713997,-0.0013534455241587,-0.0007707658000768874,-0.0006080672087842285,-0.00022020951446724083,-7.416407480112919e-05,-2.3202825097626743e-05,-6.734510624310642e-06,-2.891256804867931e-06
0.016212977634830733,0.015787070104687884,0.006991864744566201,-0.010334814057952349,-0.024864809169564364,-0.034294335595543894,-0.027733397670933555,-0.013382742798851594,-0.005336808333428119,-0.0026261722542206068,-0.0014640274437807243,-0.0004741706716928563,4.5481595681675854e-05,9.738965835365076e-06,-5.802099214905687e-05,-2.146157273424281e-05,-6.353859357620352e-06,-2.77427408688247e-06
0.01213582124250498,0.012766605552944704,0.007082002983625643,-0.00681796457759784,-0.02012645346875684,-0.029824061876435118,-0.025199924548017342,-0.01290359209470548,-0.005612114632132527,-0.002816301609963881,-0.0014505468597952374,-0.0005870802904725579,-0.000263107214887134,-0.00011349786144247438,0.00015034591751598726,0.00013534615588534364,5.038461372596328e-05,-3.157827248554978e-06
0.01479288354756697,0.015516405689237248,0.010375612429392653,-0.00289569774587925,-0.015480919516119768,-0.024474455137406065,-0.022878074917658267,-0.012883523159922966,-0.00537219424009418,-0.0021921327580775984,-0.0005377811342597533,0.000137394323552688,0.00018274009165717905,0.00010714155473760906,1.3863396076469202e-05,-1.441111578299936e-05,-9.226799892429282e-06,-4.297531544999249e-06
0.01037230463076634,0.011487963953621408,0.008002831068857866,-0.003104601597539669,-0.014122487474120995,-0.02195538985733164,-0.019907374291654664,-0.010831076134143131,-0.004204036147760504,-0.002128605184487994,-0.001706984866734378,-0.0010122663898034826,-0.0004296091890324466,-6.614136084130888e-05,3.403304113116018e-05,-9.838138648433959e-06,3.4779071474205156e-05,4.749299945046069e-05
0.011361541251872997,0.012219855386610592,0.008734352120365621,-0.0013487747197591382,-0.011559862615900404,-0.018626695991969446,-0.017633667938790835,-0.010077622179847074,-0.003873597334315514,-0.0018860575209755652,-0.0014409664899624505,-0.0009341310901598497,-0.00047423627893938434,-0.00013517407227128323,-6.84694098837295e-05,3.9763002655615445e-05,7.526764694827769e-05,0.00011251837621909762
0.00950138442939373,0.010615789404601644,0.008031087151377791,-0.0007611082932262592,-0.009896503014176633,-0.01665198631230284,-0.016481315919199487,-0.00987513519091577,-0.004072273165791341,-0.002061766740252034,-0.0014905734998886665,-0.0009064301083986372,-0.0004796827883401879,-0.00017266584288705612,3.996230588039817e-05,0.00010728767561059365,3.175026500295801e-05,9.937531731973427e-06
0.01102517861968999,0.011934877724386853,0.008978172275846907,8.823845391918439e-05,-0.008927020410518911,-0.014648601379255135,-0.014620866422701528,-0.008882529629095838,-0.0030865098853569044,-0.0013699803261152054,-0.0013241894101858613,-0.0008931544320568905,-0.0004716219939714865,-0.00016700166311060121,-5.644026503727711e-05,-2.068775266612671e-05,3.35550491408529e-05,6.777175837733679e-05
