region,depth_start_index,depth_end_index_inclusive,n_depth_rows,depth_start_mm,depth_end_mm,mean_fitted_concentration,median_fitted_concentration,max_fitted_concentration,mean_ci_width,median_ci_width,max_ci_width,mean_std,median_std,max_std,mean_relative_ci_width_percent,median_relative_ci_width_percent,max_relative_ci_width_percent,mean_relative_std_percent,median_relative_std_percent,max_relative_std_percent
shallow,0,5,6,0.0,0.8300000000000001,30.328960370055988,30.01613805457398,53.827723204323256,0.7956602212499596,0.7231393911632402,1.605944343247515,6.547730021287402,6.390902227315266,11.254015750372123,3.214738672687379,2.4529963186775423,15.320839528535673,27.403745846683005,22.893238631683566,99.12801035430994
mid,6,11,6,0.996,1.826,4.613148244391719,3.2611159766611624,17.322223809764452,0.4172338954310833,0.4296444568775031,0.8975975409433801,2.150237103230309,2.0692353713234652,4.429065858811596,15.735006268084925,13.438515145455714,67.82544339660033,99.8770312685821,64.21127846038092,797.2144463004422
deep,12,17,6,1.992,2.822,0.32664677966835004,0.0896213594739557,2.56819404763827,0.07301740313277864,0.03325351518322665,0.42004311290347207,0.2861808115672738,0.15538771124609532,1.422533335389987,42.5759151623897,36.12726958501615,158.69572513519978,702.2227902589417,172.78332755318772,19365.424668769494
overall,0,17,18,0.0,2.822,11.756251798038685,3.208932423190911,53.827723204323256,0.4286371732712738,0.4259682196014092,1.605944343247515,2.9947159786949946,2.0280862783691536,11.254015750372123,20.508553367720666,13.46512706568096,158.69572513519978,276.50118912473556,64.45192536578574,19365.424668769494
