tracer_name,tracer_label,condition_name,condition_label,sample_id,actual_time_min,run_display,roi_folder,dx_mm,center_of_mass_depth,deep_tail_fraction
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,0.0,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1319553266983018,0.018341646863172315
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,0.16666666666666652,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1303210075543401,0.015834987037774903
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,0.33333333333333304,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.13324841418770503,0.02078495243320984
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,0.49999999999999956,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.13151074139519925,0.014590615745435975
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,0.6666666666666661,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14158291659396136,0.025107536610787413
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,0.8333333333333326,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14100301971667065,0.020811065205758258
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,0.9999999999999991,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.13640195299860192,0.020283050864576897
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,1.1666666666666656,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.13128251578672803,0.016630348716504744
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,1.3333333333333321,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1443304402700261,0.02389552064095904
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,1.4999999999999987,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.13872876367549763,0.018507293636679942
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,1.6666666666666652,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14139760311508207,0.018572403254244575
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,1.8333333333333317,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.13463378077325586,0.016584216185629216
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,1.9999999999999982,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.13677609766927928,0.013502253088954056
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,2.1666666666666647,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1351870797326395,0.013113633979385404
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,2.3333333333333313,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.13359285638862523,0.012723741806289825
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,2.499999999999998,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.13533487996650878,0.0143526713717219
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,2.6666666666666643,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14186657604226777,0.018858918813764163
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,2.833333333333331,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1445901183367523,0.020325009797233718
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,2.9999999999999973,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1419640089554041,0.017481496270205652
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,3.166666666666664,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14244520269535477,0.017861566196002786
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,3.3333333333333304,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14750273089915159,0.022991042220972913
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,3.499999999999997,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15037489892354733,0.025149514261729285
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,3.6666666666666634,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15011007122644965,0.0230144735859498
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,3.83333333333333,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14819522878853056,0.01970795873444883
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,3.9999999999999964,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14381151750459512,0.014618405269165156
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,4.1666666666666625,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14196536164476878,0.012550709351193314
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,4.3333333333333295,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14390064509749204,0.014986291074126813
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,4.4999999999999964,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14563367589116152,0.01611046302023267
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,4.6666666666666625,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1470468836407764,0.015296467974171215
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,4.833333333333329,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14803096541507849,0.014688642742500346
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,4.999999999999996,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14841480811310637,0.014365498660796613
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,5.1666666666666625,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.14996112030252756,0.015424396819342068
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,5.333333333333329,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1531964632619628,0.018499194077335485
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,5.499999999999995,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15512818993341396,0.020514169374346917
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,5.666666666666662,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15520071152341847,0.021030628589321056
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,5.833333333333329,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15435329081987206,0.019703918162040267
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,5.999999999999995,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15214024155812936,0.015639025758227662
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,6.166666666666661,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15175738142140782,0.01391419666729037
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,6.333333333333328,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1540760910897808,0.015640529547290272
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,6.499999999999995,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15569632906409053,0.01681232847774956
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,6.666666666666661,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15629543083324385,0.017173042900600108
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,6.833333333333327,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1556620955494099,0.01602452450553566
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,6.999999999999994,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1531850681820028,0.012610411619539085
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,7.166666666666661,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15333032212137235,0.012352382562041403
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,7.333333333333327,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.15734928690390987,0.016765846113386863
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,7.499999999999993,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16070667696747062,0.019662345818360998
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,7.66666666666666,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16315785955223583,0.020402897464643212
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,7.833333333333327,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16380377073861344,0.020282817379159143
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,7.999999999999993,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1617840341738796,0.018880488234754106
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,8.166666666666659,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1622369658258336,0.019029033577235913
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,8.333333333333325,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16633427900215242,0.021467214979630812
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,8.499999999999993,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16825584980456776,0.022418119118527067
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,8.666666666666659,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16705085657190596,0.021219467270367866
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,8.833333333333325,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16554208977636756,0.019813546266373973
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,8.999999999999993,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1635737015375222,0.01809336046772799
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,9.166666666666659,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16371325571697565,0.018069875629226486
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,9.333333333333325,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16697545248460918,0.020562343255711782
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,9.499999999999991,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16898327774642014,0.02180674163419913
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,9.666666666666657,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16918861678291713,0.02124200193303849
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,9.833333333333325,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.17057327851722362,0.021699179222701585
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,9.999999999999991,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.17368341691327296,0.02365764886725787
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,10.166666666666657,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.17581241859782967,0.024916275561046326
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,10.333333333333325,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.17653878888932134,0.02517033834351869
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,10.499999999999991,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.17634063079213833,0.024579366411369798
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,10.666666666666657,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1747597029113327,0.02271703851125653
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,10.833333333333323,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.1727008452250538,0.01993829761318876
VIS320,VIS320,pump_off,Pump off,VIS_OFF_LEGACY,10.99999999999999,C:\Users\brend\OneDrive - University of Toronto\VS Code Files\Results\Results_Paper_1\VIS320_Swollen_No_Pressure_135kvp,VIS_320,0.166,0.16993256969500337,0.01579266786246612
