time,mean_concentration,effective_diffusivity,effective_diffusivity_std,effective_diffusivity_ci_low,effective_diffusivity_ci_high,fitted_Cs,fitted_Cs_std,fitted_Cs_ci_low,fitted_Cs_ci_high,fitted_velocity,fitted_velocity_std,fitted_velocity_ci_low,fitted_velocity_ci_high,diffusion_curve,convection_curve,total_curve,mean_diffusive_flux_magnitude,mean_diffusive_flux_magnitude_fixed_roi_std,mean_diffusive_flux_magnitude_fixed_roi_ci_low,mean_diffusive_flux_magnitude_fixed_roi_ci_high,mean_diffusive_flux_magnitude_combined_std,mean_diffusive_flux_magnitude_combined_ci_low,mean_diffusive_flux_magnitude_combined_ci_high,mean_convection_magnitude,peclet_number,peclet_characteristic_length_mm,convection_to_diffusion_ratio_mean,mean_convection_fraction,profile_fit_rmse,profile_fit_r2,effective_diffusivity_hu_noise_std,effective_diffusivity_roi_sensitivity_std,effective_diffusivity_calibration_std,effective_diffusivity_fixed_roi_std,effective_diffusivity_fixed_roi_ci_low,effective_diffusivity_fixed_roi_ci_high,effective_diffusivity_combined_std,fitted_Cs_hu_noise_std,fitted_Cs_roi_sensitivity_std,fitted_Cs_calibration_std,fitted_Cs_fixed_roi_std,fitted_Cs_fixed_roi_ci_low,fitted_Cs_fixed_roi_ci_high,fitted_Cs_combined_std,fitted_velocity_hu_noise_std,fitted_velocity_roi_sensitivity_std,fitted_velocity_calibration_std,fitted_velocity_fixed_roi_std,fitted_velocity_fixed_roi_ci_low,fitted_velocity_fixed_roi_ci_high,fitted_velocity_combined_std,mean_concentration_hu_noise_std,mean_concentration_roi_sensitivity_std,mean_concentration_calibration_std,mean_concentration_fixed_roi_std,mean_concentration_fixed_roi_ci_low,mean_concentration_fixed_roi_ci_high,mean_concentration_combined_std,regularized_effective_diffusivity,regularized_fitted_Cs,regularized_mean_diffusive_flux_magnitude,regularized_profile_fit_rmse,regularized_profile_fit_r2,global_profile_fit_r2
13.316666666666666,12.503744267686098,0.0007189285431636921,3.66925315637226e-05,0.0006470125027971967,0.0007908445835301875,38.572895248633706,0.7055016085793367,37.19013750478313,39.95565299248428,,,,,0.007259532183710509,,0.007259532183710509,0.009549038650411717,0.0009397171458813562,0.0077071930444842585,0.011390884256339174,0.0026515774136614432,0.004351946919635288,0.014746130381188147,,,,,,1.009535828677482,0.9925695847649825,3.397898749417179e-05,9.050481597862511e-05,1.9150543085446235e-06,5.0045788001474584e-05,0.0006208387986808019,0.0008170182876465822,0.00010342003003293574,0.5215297850065749,5.140313949600263,0.032444282974373836,0.8779398999104421,36.85213304480924,40.29365745245817,5.214748888327205,,,,,,,,0.18795697715346205,2.18122730521185,0.022579043850997283,0.18930831593433053,12.13269996845481,12.874788566917386,2.1894269102858037,0.0007186138898489888,38.57749325290877,0.009792529932468232,1.009537937754683,0.9925695537183662,0.9915729173709373
13.65,12.546146555964686,0.000710438144879141,2.5519364632248004e-05,0.0006604211092915897,0.0007604551804666923,38.89558461716137,0.5008863897693577,37.91386533286713,39.877303901455605,,,,,0.007254342833654004,,0.007254342833654004,0.009638328512025679,0.0007047302965378682,0.008257057130811457,0.0110195998932399,0.0025554778857643343,0.004629591855927584,0.014647065168123773,,,,,,0.7184458158163125,0.9963684255637592,2.524773870714378e-05,8.965048700104592e-05,1.7933010766022842e-06,3.594304118753976e-05,0.0006399897841515631,0.0007808865056067189,9.658732851328835e-05,0.5366228746475629,5.134305666759079,0.0330049444773206,0.7348065129074088,37.45536385186285,40.33580538245989,5.186620796927952,,,,,,,,0.13428230503427754,2.2243816420246865,0.0224535847228685,0.13614661550044418,12.279299189583815,12.812993922345557,2.2285442760440426,0.0007104645839024128,38.89526223113382,0.009754174584366997,0.7184458404059749,0.9963684253151692,0.9951508005404223
13.983333333333333,12.770041719354966,0.0006971078918546088,3.098944863726064e-05,0.0006363696886248241,0.0007578460950843935,39.33269077356698,0.626946958827944,38.103897314047295,40.56148423308667,,,,,0.007074045646396378,,0.007074045646396378,0.009647778612980173,0.000718665965529771,0.008239193320541821,0.011056363905418524,0.0025111117713189084,0.004725999541195113,0.014569557684765233,,,,,,0.900123422220429,0.9943808600138502,1.7743605813928234e-05,8.384926895495216e-05,1.7904688389716877e-06,3.575454170849924e-05,0.0006270289901059503,0.0007671867936032673,9.115419440192928e-05,0.6420576114000635,5.293218205735032,0.033128279569349876,0.8979966305324244,37.57261737772343,41.09276416941053,5.368850614607598,,,,,,,,0.18513988461202055,2.269016544720455,0.02267298374485138,0.1865230309266032,12.404456578738824,13.135626859971108,2.2766701388829254,0.000697267727239116,39.32995722780738,0.00967711921966395,0.9001241701373216,0.9943808506759052,0.9925796843779573
14.316666666666666,12.849148817820314,0.0007124288734250402,3.0670538020479896e-05,0.0006523157235184332,0.0007725420233316471,38.79736718478927,0.5996628626913106,37.622049571048116,39.97268479853043,,,,,0.00629423117823761,,0.00629423117823761,0.009543960674649016,0.0007513719832381466,0.00807127158750225,0.011016649761795783,0.002498093210798065,0.0046476979814848085,0.014440223367813223,,,,,,0.8682023179908877,0.9946010310303736,2.44845142644331e-05,8.71162496249606e-05,1.814682783540912e-06,3.9286975129625474e-05,0.0006354264021709743,0.0007894313446791061,9.556519954227196e-05,0.6017885396517804,5.015135356017208,0.032869192696755076,0.8501913779708051,37.1309920839665,40.46374228561205,5.086689298389449,,,,,,,,0.18177273133119104,2.2058713006821478,0.022701203021739575,0.18318479869856996,12.490106612371116,13.208191023269512,2.213464448697423,0.0007121461297683309,38.80188774164786,0.009726158258215215,0.8682045597299163,0.9946010031495564,0.9933867857721279
14.65,12.956165584563106,0.0006585741220507984,2.840508590746283e-05,0.000602901176694405,0.0007142470674071918,40.10616316342783,0.6200546552793618,38.890878370633885,41.321447956221775,,,,,0.0069570496671863425,,0.0069570496671863425,0.009005166026623377,0.00066288070861315,0.007705919837741604,0.01030441221550515,0.002516995026466581,0.004071855774748879,0.013938476278497876,,,,,,0.8885359082395617,0.9947424924967355,1.816439640421853e-05,9.534969298896404e-05,1.6308973510079006e-06,3.3755799921042536e-05,0.0005924127542055551,0.0007247354898960417,0.00010114849470654099,0.47005936513867,4.941216255644228,0.03383177788679664,0.7788248657324439,38.57966642659224,41.63265990026342,5.002218133640908,,,,,,,,0.21270084716294718,2.2447284637210236,0.02273959690588584,0.21391292539553936,12.536896250787848,13.375434918338364,2.2548979168668866,0.0006588168924395588,40.10170217644844,0.00932807556453851,0.8885379491945218,0.9947424683438606,0.9903104250543852
14.983333333333333,12.997407856638786,0.0006707875760417192,3.0033444315387107e-05,0.0006119231068518712,0.0007296520452315671,39.47291116637799,0.6342614412727956,38.229781584700845,40.716040748055136,,,,,0.007188845703595032,,0.007188845703595032,0.009179712024646661,0.0007563541103338981,0.0076972579683922205,0.0106621660809011,0.0024043867574104543,0.004467113980122171,0.013892310069171151,,,,,,0.9157950375571374,0.9941992813027337,2.3890936217346107e-05,7.996389488530393e-05,1.7101899862685902e-06,3.841496271735652e-05,0.0005954942491157004,0.0007460809029677379,8.871264760902938e-05,0.5455854891448728,5.197521354033417,0.03324915225561706,0.8372912324732723,37.831820350730375,41.114001982025606,5.264530827491655,,,,,,,,0.13555192035204813,2.2423442485296468,0.02275443617728183,0.13744849026771444,12.728008815714066,13.266806897563505,2.246552874158732,0.000670611040300114,39.47608431988463,0.009325924930881776,0.9157960024211256,0.9941992690796766,0.9908591224140169
15.316666666666666,13.199708715541128,0.000664446473227259,3.210020899020915e-05,0.0006015312197102402,0.0007273617267442778,39.86008388099121,0.6913291590155067,38.50510362785845,41.21506413412397,,,,,0.006483276885075284,,0.006483276885075284,0.009134204401400193,0.000757898395450809,0.007648723546316607,0.010619685256483779,0.002439868617718216,0.00435206191067249,0.013916346892127895,,,,,,1.0005089672019167,0.9932046278589977,2.233086970773881e-05,8.687476378040197e-05,1.6707473357061837e-06,3.9139271272966756e-05,0.0005877335015322441,0.0007411594449222739,9.528434886002801e-05,0.5420863638448085,4.9876782060272955,0.033564008547319904,0.8791587880703567,38.13693265637331,41.58323510560911,5.064568497070703,,,,,,,,0.20765630399069965,2.253691981280326,0.022827931144878435,0.20890728811468778,12.79025043083634,13.609167000245916,2.2633536624917183,0.000664608773334496,39.8574779805167,0.009324705970874161,1.0005097165129897,0.9932046176804792,0.9893240597230641
15.65,13.514557436637489,0.000701340867412127,3.156932554240632e-05,0.0006394661263327901,0.0007632156084914638,39.56666410946845,0.6405588339053441,38.311191865035,40.8221363539019,,,,,0.006754562204987724,,0.006754562204987724,0.009500816512352095,0.0007839237389252653,0.007964325984058575,0.011037307040645615,0.002425640009945,0.004746562092859895,0.014255070931844294,,,,,,0.9401139383705076,0.9938806477195272,2.467010209930487e-05,8.457409889248603e-05,1.7392617043415972e-06,4.010313309541717e-05,0.0006227387265451093,0.0007799430082791447,9.360042461198961e-05,0.6030477928459218,4.85155931647059,0.03346456392223888,0.8803988511970114,37.841082361122304,41.29224585781459,4.930794047455399,,,,,,,,0.14670028935443288,2.220363174657499,0.02286109858208868,0.14847088847667853,13.2235544952232,13.805560378051778,2.225321601948847,0.0007011726904290554,39.56904644851736,0.009721268063666147,0.9401146866991028,0.9938806379775418,0.9919846510463507
15.983333333333333,13.366097501502084,0.000679789928506274,2.242937431619451e-05,0.0006358291626507651,0.0007237506943617829,39.62414077492167,0.470111656643112,38.70273885918871,40.54554269065463,,,,,0.006032057237055589,,0.006032057237055589,0.009222323025964192,0.000595215467879572,0.00805570070892023,0.010388945343008153,0.002368123774017945,0.00458080042888902,0.013863845623039363,,,,,,0.6886622045674629,0.9967856613822443,2.0323796645844525e-05,9.059000142971287e-05,1.5911700602830553e-06,3.03094929762665e-05,0.0006203833222727916,0.0007391965347397564,9.552598454616277e-05,0.47033265139315256,4.658979718653305,0.03390789810394701,0.66585848213571,38.31905814993568,40.92922339990766,4.7063212318173635,,,,,,,,0.15596949471162083,2.2268103188056894,0.022419241909768788,0.15757254103557208,13.057255321072363,13.674939681931805,2.2323783957089134,0.0006798834396425604,39.622670440454655,0.009444856776421418,0.6886625729107695,0.9967856579437503,0.9938042813694468
16.316666666666666,13.325997300273567,0.0006699658077552719,2.0889525603511756e-05,0.0006290230899182615,0.0007109085255922823,39.385384480421344,0.44163853257898233,38.51978886238142,40.25098009846127,,,,,0.006152785653291899,,0.006152785653291899,0.009056753399656902,0.0005071453423970801,0.008062748528558625,0.010050758270755179,0.002260480055874573,0.004626212490142739,0.013487294309171064,,,,,,0.6476825280628461,0.9971165773795938,1.3839804058288835e-05,8.365092387389259e-05,1.6087308907980782e-06,2.510976844557929e-05,0.0006207506616019364,0.0007191809539086073,8.733829364228719e-05,0.5263689239425916,4.772515273322337,0.033599303942159625,0.6879227796609124,38.03705583228596,40.73371312855673,4.8218398754906175,,,,,,,,0.12889188810920785,2.2233916323729987,0.022818756013773617,0.13089619721891346,13.069440753724496,13.582553846822638,2.2272413801275874,0.0006698843067739887,39.38670305618654,0.00924704636003891,0.6476828212100265,0.997116574769465,0.9934228243972054
