region,depth_start_index,depth_end_index_inclusive,n_depth_rows,depth_start_mm,depth_end_mm,mean_fitted_concentration,median_fitted_concentration,max_fitted_concentration,mean_ci_width,median_ci_width,max_ci_width,mean_std,median_std,max_std,mean_relative_ci_width_percent,median_relative_ci_width_percent,max_relative_ci_width_percent,mean_relative_std_percent,median_relative_std_percent,max_relative_std_percent
shallow,0,5,6,0.0,0.8300000000000001,25.674196327968662,25.81472717337392,41.00423088618758,2.3153277031017625,2.1960183321344457,5.236839974113138,0.58344183658301,0.557641435250738,1.3359285648247805,10.942711969365089,8.177029509199567,63.25607800047101,2.7915081554502787,2.0859769156121355,16.136754591956887
mid,6,11,6,0.996,1.826,6.686076341242973,5.952638392446287,18.9378931318031,1.4367561956937176,1.4264293147194866,2.8270989689697874,0.36204968843700575,0.36298293398352127,0.7211987165739253,46.78195750123125,27.491732777136768,283.16961686524724,11.934172831946745,7.013197137024685,72.23714715950184
deep,12,17,6,1.992,2.822,1.1336296641735233,0.6177404320616698,5.868450739330587,0.48129987511530825,0.4620094732984328,1.3949398120555863,0.12128325623550265,0.11513591126209699,0.35585199287132296,128.38274751892152,74.90383322214639,783.5726585341733,32.75070089768406,19.108120719935307,199.89098431994213
overall,0,17,18,0.0,2.822,11.164634111128386,5.8486125602353995,41.00423088618758,1.4111279246369293,1.3610747636688227,5.236839974113138,0.3555915937518395,0.34389955107724324,1.3359285648247805,62.03580566317261,27.40145178144701,783.5726585341733,15.825460628360364,6.990166270777298,199.89098431994213
