time_plot,time_seconds,regularized_effective_diffusivity_mm2_s,regularized_effective_diffusivity_plot_mm2_s,regularized_fitted_Cs,regularized_fitted_Cs_plot,regularized_fitted_velocity_mm_s,regularized_profile_fit_rmse,regularized_profile_fit_r2,regularized_mean_diffusive_flux_magnitude,regularized_diffusion_curve,regularized_convection_curve,regularized_total_curve
0.0,0.0,,0.010884743565827741,,41.13511711405554,0.0,,,,,,
0.16666666666666666,10.0,0.010884743565827741,0.010884743565827741,41.13511711405554,41.13511711405554,0.0,0.25471098763395233,0.9995163856598591,0.17067634907083196,0.25833215348912764,0.0,0.25833215348912764
0.3333333333333333,20.0,0.005781837258525827,0.005781837258525827,41.73696075006706,41.73696075006706,0.0,0.34969276155823725,0.999120976418828,0.09166630747529615,0.13503429036271763,0.0,0.13503429036271763
0.5,30.0,0.0038190703288322626,0.0038190703288322626,42.522081432533454,42.522081432533454,0.0,0.23580936782113826,0.9996170365209196,0.061719900370570104,0.09129793857534381,0.0,0.09129793857534381
0.6666666666666666,40.0,0.003022438285500612,0.003022438285500612,42.88770317290325,42.88770317290325,0.0,0.27167317114755546,0.9995048982913028,0.04911547709346797,0.07092143089436757,0.0,0.07092143089436757
0.8333333333333334,50.0,0.0024814531271957004,0.0024814531271957004,42.80289113714602,42.80289113714602,0.0,0.26931142087195903,0.9995132523380482,0.04018629212819071,0.05735538979214719,0.0,0.05735538979214719
1.0,60.0,0.0021089555476778857,0.0021089555476778857,43.57587142722742,43.57587142722742,0.0,0.29405784569822524,0.9994414108767231,0.03473273073912496,0.04913488941207878,0.0,0.04913488941207878
1.1666666666666667,70.0,0.001913495501855714,0.001913495501855714,43.9285207746247,43.9285207746247,0.0,0.3400466341548017,0.9992721416753827,0.03167020031428415,0.04366792386195034,0.0,0.04366792386195034
1.3333333333333333,80.0,0.0016488434144873508,0.0016488434144873508,44.51383321939382,44.51383321939382,0.0,0.28157590172084135,0.9995153797270945,0.027676524902816847,0.03842615145478862,0.0,0.03842615145478862
1.5,90.0,0.0015120192125786338,0.0015120192125786338,44.5122913110862,44.5122913110862,0.0,0.2673657705383847,0.9995654564047631,0.025336355603203072,0.03468580478086474,0.0,0.03468580478086474
1.6666666666666667,100.0,0.0013725635304702281,0.0013725635304702281,45.166111472276334,45.166111472276334,0.0,0.26972658820398654,0.9995721456314294,0.023326638707716552,0.03181071747130276,0.0,0.03181071747130276
1.8333333333333333,110.0,0.0012799945117062603,0.0012799945117062603,44.881199025029986,44.881199025029986,0.0,0.2689894272508214,0.9995704047108019,0.021586928590595647,0.029101018224369953,0.0,0.029101018224369953
2.0,120.0,0.0012036095267159877,0.0012036095267159877,45.203948684996014,45.203948684996014,0.0,0.26550440718272933,0.9995899038185454,0.020417268635336792,0.02720863701058335,0.0,0.02720863701058335
2.3333333333333335,140.0,0.0010799863286726306,0.0010799863286726306,45.66334441022919,45.66334441022919,0.0,0.2991997768760463,0.9994939628881108,0.018462468724094218,0.02409844425532475,0.0,0.02409844425532475
2.6666666666666665,160.0,0.0009975034112201663,0.0009975034112201663,45.79106980834755,45.79106980834755,0.0,0.2779767321337342,0.9995704444156296,0.017053130825218095,0.021718832468342324,0.0,0.021718832468342324
3.0,180.0,0.0009074453485344856,0.0009074453485344856,46.39560542050069,46.39560542050069,0.0,0.2874158309853431,0.999554536917447,0.01570010492781297,0.019786082555467946,0.0,0.019786082555467946
3.3333333333333335,200.0,0.0008535385552524364,0.0008535385552524364,46.67970792756897,46.67970792756897,0.0,0.2950116659294222,0.9995399259366329,0.014825525532267687,0.018312209802509985,0.0,0.018312209802509985
3.6666666666666665,220.0,0.0007938208321326245,0.0007938208321326245,46.93646579099036,46.93646579099036,0.0,0.3300116311207416,0.9994317503429064,0.013848723909394938,0.016928909130650486,0.0,0.016928909130650486
4.0,240.0,0.0007503212301991211,0.0007503212301991211,47.32049541403789,47.32049541403789,0.0,0.28450453047963337,0.9995895382479563,0.013177465047924667,0.015884470223829328,0.0,0.015884470223829328
4.333333333333333,260.0,0.0007204786592079536,0.0007204786592079536,47.93727287416988,47.93727287416988,0.0,0.350544644407634,0.9993917450447879,0.012794283224825469,0.015146834322266893,0.0,0.015146834322266893
4.666666666666667,280.0,0.0006882883311711622,0.0006882883311711622,47.945468234645354,47.945468234645354,0.0,0.3515510268722521,0.9993939591156104,0.012208488653624384,0.014266597208554296,0.0,0.014266597208554296
5.0,300.0,0.0006614370374956884,0.0006614370374956884,48.14250628200415,48.14250628200415,0.0,0.31477829662692675,0.9995207504318431,0.01176452402395146,0.013564979168219561,0.0,0.013564979168219561
5.333333333333333,320.0,0.0006235339945127579,0.0006235339945127579,48.516681196797876,48.516681196797876,0.0,0.329906395348916,0.9994810245027161,0.011173728389939009,0.012851138265735687,0.0,0.012851138265735687
5.666666666666667,340.0,0.0006012799885878211,0.0006012799885878211,49.17525097116446,49.17525097116446,0.0,0.3478658781849886,0.9994423723766375,0.010909096506550149,0.01240768219600084,0.0,0.01240768219600084
6.0,360.0,0.0005874084907541362,0.0005874084907541362,49.388670922371,49.388670922371,0.0,0.37556550351226614,0.9993605390637258,0.010687362636421192,0.011967960739987037,0.0,0.011967960739987037
6.333333333333333,380.0,0.0005807135176532556,0.0005807135176532556,48.82026022555629,48.82026022555629,0.0,0.3280452529982408,0.9995040885041231,0.010424219855083263,0.011446438067247716,0.0,0.011446438067247716
6.666666666666667,400.0,0.0005650777498280775,0.0005650777498280775,49.42092332414685,49.42092332414685,0.0,0.36449425975678196,0.999405848481506,0.010257562999825928,0.011139392686238434,0.0,0.011139392686238434
7.0,420.0,0.000548452440846511,0.000548452440846511,49.58764581532853,49.58764581532853,0.0,0.30372645471593324,0.9995900284475236,0.009981154795379678,0.010744850049045048,0.0,0.010744850049045048
7.333333333333333,440.0,0.0005276415323586545,0.0005276415323586545,49.83021407021458,49.83021407021458,0.0,0.3695349582516383,0.9994033885754527,0.009646130357836529,0.010346632984817066,0.0,0.010346632984817066
7.666666666666667,460.0,0.0005153421334372378,0.0005153421334372378,49.826507052231,49.826507052231,0.0,0.3441396401819837,0.9994826267464115,0.009412143794484067,0.009998635820661872,0.0,0.009998635820661872
8.0,480.0,0.0005139102744812672,0.0005139102744812672,50.127682915980095,50.127682915980095,0.0,0.3692886717137747,0.9994143469360467,0.009426812081912182,0.009831195580889133,0.0,0.009831195580889133
8.333333333333334,500.0,0.0004947732066257754,0.0004947732066257754,50.463746397228896,50.463746397228896,0.0,0.38369730388278467,0.9993790890109862,0.009135516763121352,0.009514702032650178,0.0,0.009514702032650178
8.666666666666666,520.0,0.00049251020463475,0.00049251020463475,50.19128343189177,50.19128343189177,0.0,0.3655112424811804,0.9994319652843721,0.009031565218634434,0.009256129486091932,0.0,0.009256129486091932
9.0,540.0,0.000482220269452223,0.000482220269452223,50.39971071622416,50.39971071622416,0.0,0.33399980056479084,0.9995313420831021,0.008873490114980875,0.009023935069017639,0.0,0.009023935069017639
9.333333333333334,560.0,0.0004627894988145726,0.0004627894988145726,50.77692734197442,50.77692734197442,0.0,0.40029987095679453,0.9993378356165825,0.008581361029117563,0.008746246514033969,0.0,0.008746246514033969
9.666666666666666,580.0,0.0004657823816394223,0.0004657823816394223,50.73022706507645,50.73022706507645,0.0,0.3974474405365753,0.9993480531668621,0.008614238855979055,0.008611088373150022,0.0,0.008611088373150022
10.0,600.0,0.00045555643169592675,0.00045555643169592675,51.017433588947306,51.017433588947306,0.0,0.44636693526167787,0.9991913462162103,0.008468793239244694,0.008419443055234694,0.0,0.008419443055234694
