control_time_seconds,control_time_plot,Cs_control_value
10.0,0.0,47.70498299184428
220.0,3.5,51.7142095148278
540.0,8.833333333333334,50.91593687958208
860.0,14.166666666666666,50.64236630914595
1180.0,19.5,50.30421209781571
1500.0,24.833333333333332,50.27883182309126
